account,symbol,price,size_tokens,size_usd,side,time_ist,start_position,direction,closedPnL,tx_hash,order_id,crossed,fee,trade_id,timestamp_epoch,time_ist_parsed,timestamp_epoch_num,time_epoch_ms,time_parsed,time,trade_date,hour,is_profit,abs_pnl,is_long
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9769,986.87,7872.16,BUY,02-12-2024 22:50,0.0,Buy,0.0,0xec09451986a1874e3a980418412fcd0201f500c95bac0f37caef8a734502ec49,52017706630,True,0.34540448,895000000000000.0,1730000000000.0,2024-12-02 22:50:00,1730000000000.0,2024-10-27 03:33:20,2024-10-27 03:33:20,2024-12-02 22:50:00,2024-12-02,22,False,0.0,1
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.98,16.0,127.68,BUY,02-12-2024 22:50,986.5245955,Buy,0.0,0xec09451986a1874e3a980418412fcd0201f500c95bac0f37caef8a734502ec49,52017706630,True,0.0056,443000000000000.0,1730000000000.0,2024-12-02 22:50:00,1730000000000.0,2024-10-27 03:33:20,2024-10-27 03:33:20,2024-12-02 22:50:00,2024-12-02,22,False,0.0,1
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9855,144.09,1150.63,BUY,02-12-2024 22:50,1002.518996,Buy,0.0,0xec09451986a1874e3a980418412fcd0201f500c95bac0f37caef8a734502ec49,52017706630,True,0.0504314,660000000000000.0,1730000000000.0,2024-12-02 22:50:00,1730000000000.0,2024-10-27 03:33:20,2024-10-27 03:33:20,2024-12-02 22:50:00,2024-12-02,22,False,0.0,1
